day,hour,warehouse,day_type,units,orders,count_pick,count_pack
2024-12-10,12,TBN1,Normal,49.72727272727273,28.272727272727273,2,9
2024-12-10,13,TBN1,Normal,94.8,60.0,5,10
2024-12-10,14,TBN1,Normal,69.14285714285714,42.57142857142857,4,10
2024-12-10,15,TBN1,Normal,65.0,41.214285714285715,3,11
2024-12-10,16,TBN1,Normal,60.2,42.800000000000004,2,8
2024-12-10,17,TBN1,Normal,40.4,27.0,4,6
2024-12-10,18,TBN1,Normal,47.85714285714286,33.42857142857143,3,4
2024-12-10,19,TBN1,Normal,93.42857142857143,50.42857142857143,2,5
2024-12-10,20,TBN1,Normal,90.0,53.42857142857143,2,5
2024-12-10,21,TBN1,Normal,2.0,2.0,0,1
2024-12-17,6,TBN1,Normal,3.5,2.5,2,0
2024-12-17,7,TBN1,Normal,93.88888888888889,68.55555555555556,4,5
2024-12-17,8,TBN1,Normal,122.33333333333333,85.0,4,5
2024-12-17,9,TBN1,Normal,79.63636363636364,49.54545454545455,5,6
2024-12-17,10,TBN1,Normal,73.3,49.1,4,6
2024-12-17,11,TBN1,Normal,67.11111111111111,45.333333333333336,2,7
2024-12-17,12,TBN1,Normal,36.5,26.7,3,7
2024-12-17,13,TBN1,Normal,52.800000000000004,35.400000000000006,2,13
2024-12-17,14,TBN1,Normal,43.46666666666667,32.26666666666666,3,12
2024-12-17,15,TBN1,Normal,67.42857142857142,44.99999999999999,3,4
2024-12-17,16,TBN1,Normal,50.166666666666664,41.0,2,4
2024-12-17,17,TBN1,Normal,16.0,13.571428571428571,3,4
2024-12-17,18,TBN1,Normal,46.0,39.6,2,3
2024-12-17,19,TBN1,Normal,35.625,29.125,3,5
2024-12-17,20,TBN1,Normal,31.4,23.700000000000003,5,5
2024-12-17,21,TBN1,Normal,8.0,7.0,1,0
2024-12-18,7,TBN1,Normal,66.125,45.5,3,5
2024-12-18,8,TBN1,Normal,140.125,93.5,3,5
2024-12-18,9,TBN1,Normal,74.8,55.5,3,7
2024-12-18,10,TBN1,Normal,93.22222222222223,75.77777777777779,2,7
2024-12-18,11,TBN1,Normal,59.90909090909091,43.0,3,8
2024-12-18,12,TBN1,Normal,56.666666666666664,37.33333333333334,2,7
2024-12-18,13,TBN1,Normal,88.76923076923076,69.76923076923077,3,10
2024-12-18,14,TBN1,Normal,59.66666666666667,47.599999999999994,4,11
2024-12-18,15,TBN1,Normal,43.37500000000001,31.500000000000004,3,5
2024-12-18,16,TBN1,Normal,63.666666666666664,48.0,2,4
2024-12-18,17,TBN1,Normal,46.8,31.2,2,3
2024-12-18,18,TBN1,Normal,62.2,44.4,1,4
2024-12-18,19,TBN1,Normal,45.666666666666664,35.166666666666664,1,5
2024-12-18,20,TBN1,Normal,71.66666666666667,55.333333333333336,2,4
2024-12-18,21,TBN1,Normal,9.0,9.0,1,0
2024-12-19,6,TBN1,Normal,23.5,12.0,2,0
2024-12-19,7,TBN1,Normal,109.44444444444446,83.22222222222223,4,5
2024-12-19,8,TBN1,Normal,94.54545454545455,67.18181818181819,4,7
2024-12-19,9,TBN1,Normal,59.25,43.83333333333333,3,9
2024-12-19,10,TBN1,Normal,64.9090909090909,46.27272727272727,2,9
2024-12-19,11,TBN1,Normal,52.18181818181819,33.72727272727273,3,8
2024-12-19,12,TBN1,Normal,56.23076923076923,40.07692307692308,3,10
2024-12-19,13,TBN1,Normal,57.92307692307693,42.53846153846154,2,11
2024-12-19,14,TBN1,Normal,58.888888888888886,44.77777777777778,2,7
2024-12-19,15,TBN1,Normal,43.833333333333336,33.5,1,5
2024-12-19,16,TBN1,Normal,44.25,33.75,1,3
2024-12-19,17,TBN1,Normal,37.0,26.166666666666668,3,3
2024-12-19,18,TBN1,Normal,63.4,48.0,1,4
2024-12-19,19,TBN1,Normal,56.142857142857146,41.57142857142858,2,5
2024-12-19,20,TBN1,Normal,67.33333333333333,46.333333333333336,1,2
2024-12-20,6,TBN1,Normal,5.666666666666667,3.3333333333333335,3,0
2024-12-20,7,TBN1,Normal,91.16666666666666,68.16666666666666,5,7
2024-12-20,8,TBN1,Normal,84.8125,58.5,5,11
2024-12-20,9,TBN1,Normal,69.91666666666667,47.5,1,11
2024-12-20,10,TBN1,Normal,57.44444444444445,44.666666666666664,2,7
2024-12-20,11,TBN1,Normal,61.142857142857146,28.714285714285715,3,4
2024-12-20,12,TBN1,Normal,26.444444444444443,18.555555555555557,5,4
2024-12-20,13,TBN1,Normal,78.36363636363636,50.0,5,6
2024-12-20,14,TBN1,Normal,70.75,51.25,4,8
2024-12-20,15,TBN1,Normal,56.99999999999999,36.0,1,4
2024-12-20,16,TBN1,Normal,62.2,44.4,1,4
2024-12-20,17,TBN1,Normal,60.2,38.6,2,3
2024-12-20,18,TBN1,Normal,49.333333333333336,38.0,2,4
2024-12-20,19,TBN1,Normal,72.83333333333333,51.0,2,4
2024-12-20,20,TBN1,Normal,68.16666666666667,47.666666666666664,2,4
2024-12-21,6,TBN1,Normal,13.0,7.0,3,0
2024-12-21,7,TBN1,Normal,60.666666666666664,46.77777777777778,4,5
2024-12-21,8,TBN1,Normal,129.22222222222223,80.22222222222223,4,5
2024-12-21,9,TBN1,Normal,105.1,69.00000000000001,4,6
2024-12-21,10,TBN1,Normal,76.5,48.300000000000004,3,7
2024-12-21,11,TBN1,Normal,30.8,20.1,2,8
2024-12-21,12,TBN1,Normal,67.86666666666666,49.6,5,10
2024-12-21,13,TBN1,Normal,80.82352941176471,57.823529411764696,5,12
2024-12-21,14,TBN1,Normal,57.952380952380956,42.238095238095234,5,16
2024-12-21,15,TBN1,Normal,50.69230769230769,31.692307692307697,5,8
2024-12-21,16,TBN1,Normal,85.83333333333334,52.83333333333333,5,7
2024-12-21,17,TBN1,Normal,61.58333333333333,34.33333333333333,4,8
2024-12-21,18,TBN1,Normal,39.0,27.5,5,7
2024-12-21,19,TBN1,Normal,74.80000000000001,49.2,3,7
2024-12-21,20,TBN1,Normal,50.300000000000004,30.0,3,7
2024-12-22,6,TBN1,Normal,14.0,7.0,1,0
2024-12-22,7,TBN1,Normal,50.125,40.375,3,5
2024-12-22,8,TBN1,Normal,89.22222222222223,62.66666666666667,5,4
2024-12-22,9,TBN1,Normal,68.75,49.0,5,7
2024-12-22,10,TBN1,Normal,90.08333333333334,55.083333333333336,5,7
2024-12-22,11,TBN1,Normal,49.45454545454545,26.09090909090909,4,7
2024-12-22,12,TBN1,Normal,62.07692307692309,38.84615384615384,5,8
2024-12-22,13,TBN1,Normal,77.83333333333333,50.388888888888886,7,11
2024-12-22,14,TBN1,Normal,87.8,57.93333333333333,5,10
2024-12-22,15,TBN1,Normal,105.0,57.53333333333333,5,10
2024-12-22,16,TBN1,Normal,78.0,40.00000000000001,3,10
2024-12-22,17,TBN1,Normal,57.529411764705884,26.529411764705884,4,13
2024-12-22,18,TBN1,Normal,37.857142857142854,23.28571428571429,1,6
2024-12-22,19,TBN1,Normal,43.333333333333336,31.0,2,7
2024-12-22,20,TBN1,Normal,52.75,30.5,2,6
2024-12-22,21,TBN1,Normal,22.333333333333332,16.833333333333336,0,6
2024-12-23,6,TBN1,Normal,16.333333333333332,4.666666666666666,3,0
2024-12-23,7,TBN1,Normal,116.11111111111111,68.05555555555554,8,10
2024-12-23,8,TBN1,Normal,154.76470588235293,97.6470588235294,8,9
2024-12-23,9,TBN1,Normal,92.59090909090908,54.22727272727272,8,14
2024-12-23,10,TBN1,Normal,111.36363636363635,66.00000000000001,8,14
2024-12-23,11,TBN1,Normal,108.00000000000001,47.666666666666664,7,14
2024-12-23,12,TBN1,Normal,70.52380952380952,34.904761904761905,8,13
2024-12-23,13,TBN1,Normal,113.05405405405406,55.081081081081074,15,22
2024-12-23,14,TBN1,Normal,79.85714285714288,41.51428571428573,13,22
2024-12-23,15,TBN1,Normal,84.47619047619047,45.857142857142854,4,17
2024-12-23,16,TBN1,Normal,62.65217391304347,35.043478260869556,6,17
2024-12-23,17,TBN1,Normal,37.25,19.8125,6,10
2024-12-23,18,TBN1,Normal,95.23076923076923,46.69230769230769,7,6
2024-12-23,19,TBN1,Normal,87.19047619047619,45.04761904761905,7,14
2024-12-23,20,TBN1,Normal,81.38888888888887,35.5,6,12
2024-12-23,21,TBN1,Normal,1.0,1.0,1,0
2024-12-27,0,TBN1,Normal,81.00000000000001,42.52631578947368,2,17
2024-12-27,1,TBN1,Normal,137.37500000000003,61.875,0,8
2024-12-27,2,TBN1,Normal,73.77777777777777,47.111111111111114,0,9
2024-12-27,3,TBN1,Normal,49.857142857142854,39.07142857142858,0,14
2024-12-27,4,TBN1,Normal,51.705882352941174,32.35294117647059,3,14
2024-12-27,5,TBN1,Normal,32.13043478260869,16.565217391304344,8,15
2024-12-27,6,TBN1,Normal,93.36666666666665,54.0,17,13
2024-12-27,7,TBN1,Normal,136.94594594594594,66.40540540540542,18,19
2024-12-27,8,TBN1,Normal,153.33333333333334,78.91666666666664,17,19
2024-12-27,9,TBN1,Normal,154.81578947368425,68.76315789473685,18,20
2024-12-27,10,TBN1,Normal,176.78947368421052,70.31578947368423,19,19
2024-12-27,11,TBN1,Normal,130.81818181818178,72.54545454545452,12,21
2024-12-27,12,TBN1,Normal,193.40909090909093,117.38636363636364,20,24
2024-12-27,13,TBN1,Normal,158.86046511627913,80.4186046511628,21,22
2024-12-27,14,TBN1,Normal,126.52173913043477,70.5,20,26
2024-12-27,15,TBN1,Normal,92.45454545454545,55.29545454545455,15,29
2024-12-27,16,TBN1,Normal,77.58536585365854,48.1219512195122,9,32
2024-12-27,17,TBN1,Normal,85.45714285714286,51.628571428571426,4,31
2024-12-27,18,TBN1,Normal,77.39285714285714,44.035714285714285,4,24
2024-12-27,19,TBN1,Normal,39.896551724137936,21.413793103448278,12,17
2024-12-27,20,TBN1,Normal,137.92307692307696,48.846153846153854,11,15
2024-12-27,21,TBN1,Normal,138.6,26.899999999999995,12,18
2024-12-27,22,TBN1,Normal,91.83333333333333,20.25,2,10
2024-12-27,23,TBN1,Normal,42.699999999999996,14.3,1,9
2024-12-28,6,TBN1,Normal,62.76923076923078,37.30769230769231,9,4
2024-12-28,7,TBN1,Normal,156.3478260869565,61.04347826086957,10,13
2024-12-28,8,TBN1,Normal,124.79166666666666,45.91666666666666,10,14
2024-12-28,9,TBN1,Normal,135.625,61.333333333333336,9,15
2024-12-28,10,TBN1,Normal,79.95238095238095,33.714285714285715,7,14
2024-12-28,11,TBN1,Normal,71.41666666666667,21.75,9,15
2024-12-28,12,TBN1,Normal,141.56666666666666,45.66666666666667,11,19
2024-12-28,13,TBN1,Normal,132.63636363636354,66.54545454545455,20,24
2024-12-28,14,TBN1,Normal,194.57777777777778,88.28888888888892,22,23
2024-12-28,15,TBN1,Normal,106.28888888888889,54.26666666666669,22,23
2024-12-28,16,TBN1,Normal,102.75757575757576,52.51515151515151,13,20
2024-12-28,17,TBN1,Normal,121.91666666666667,63.708333333333314,3,21
2024-12-28,18,TBN1,Normal,102.47999999999998,49.359999999999985,4,21
2024-12-28,19,TBN1,Normal,37.444444444444436,21.59259259259259,3,24
2024-12-28,20,TBN1,Normal,113.06896551724138,68.13793103448276,14,15
2024-12-28,21,TBN1,Normal,98.5,51.964285714285715,13,15
2024-12-28,22,TBN1,Normal,100.99999999999999,47.92857142857143,4,10
2024-12-28,23,TBN1,Normal,84.3125,27.6875,4,12
2024-12-29,0,TBN1,Normal,43.66666666666667,2.666666666666667,0,3
2024-12-29,6,TBN1,Normal,45.0,22.428571428571427,3,4
2024-12-29,7,TBN1,Normal,83.85714285714286,54.28571428571429,3,4
2024-12-29,8,TBN1,Normal,79.33333333333333,35.0,4,5
2024-12-29,9,TBN1,Normal,76.27272727272728,26.63636363636364,5,6
2024-12-29,10,TBN1,Normal,50.8,20.900000000000002,3,7
2024-12-29,11,TBN1,Normal,61.4,21.3,3,7
2024-12-29,12,TBN1,Normal,60.888888888888886,31.333333333333332,3,6
2024-12-29,13,TBN1,Normal,88.57142857142857,51.142857142857146,3,4
2024-12-29,14,TBN1,Normal,51.631578947368425,33.68421052631578,8,11
2024-12-29,15,TBN1,Normal,110.28571428571429,68.66666666666664,9,12
2024-12-29,16,TBN1,Normal,67.68181818181819,37.090909090909086,8,14
2024-12-29,17,TBN1,Normal,71.99999999999999,50.61538461538462,1,12
2024-12-29,18,TBN1,Normal,27.5,21.083333333333336,0,12
2024-12-29,19,TBN1,Normal,9.363636363636363,6.636363636363636,3,8
2024-12-29,20,TBN1,Normal,33.5,25.166666666666664,4,8
2024-12-29,21,TBN1,Normal,103.625,65.0,3,5
2024-12-29,22,TBN1,Normal,11.0,11.0,0,2
2024-12-30,5,TBN1,Normal,8.5,3.5,2,0
2024-12-30,6,TBN1,Normal,83.66666666666666,50.06666666666666,10,20
2024-12-30,7,TBN1,Normal,131.33333333333331,79.39999999999999,10,20
2024-12-30,8,TBN1,Normal,93.73333333333333,58.36666666666667,10,20
2024-12-30,9,TBN1,Normal,94.78571428571428,43.35714285714285,9,19
2024-12-30,10,TBN1,Normal,54.76190476190476,24.999999999999996,8,13
2024-12-30,11,TBN1,Normal,111.06666666666668,54.333333333333336,6,9
2024-12-30,12,TBN1,Normal,234.30303030303034,56.36363636363636,14,19
2024-12-30,13,TBN1,Normal,205.53846153846155,42.7948717948718,14,25
2024-12-30,14,TBN1,Normal,80.51724137931035,51.51724137931034,10,19
2024-12-30,15,TBN1,Normal,77.55555555555556,40.92592592592593,10,17
2024-12-30,16,TBN1,Normal,59.947368421052644,28.473684210526315,7,12
2024-12-30,17,TBN1,Normal,348.9,33.4,6,4
2024-12-30,18,TBN1,Normal,253.2222222222222,26.11111111111111,5,4
2024-12-30,19,TBN1,Normal,353.5,18.3125,2,14
2024-12-30,20,TBN1,Normal,555.1111111111112,22.48148148148148,13,14
2024-12-30,21,TBN1,Normal,82.47619047619047,42.714285714285715,9,12
2024-12-30,22,TBN1,Normal,1.0,1.0,0,1
2024-12-31,5,TBN1,Normal,5.5,1.5,2,0
2024-12-31,6,TBN1,Normal,100.07407407407406,51.851851851851855,10,17
2024-12-31,7,TBN1,Normal,157.17241379310343,81.65517241379311,12,17
2024-12-31,8,TBN1,Normal,67.4137931034483,37.310344827586206,12,17
2024-12-31,9,TBN1,Normal,82.33333333333334,42.95238095238095,5,16
2024-12-31,10,TBN1,Normal,106.78260869565216,46.47826086956522,9,14
2024-12-31,11,TBN1,Normal,89.93548387096773,35.12903225806452,13,18
2024-12-31,12,TBN1,Normal,80.44999999999997,38.25000000000001,4,16
2024-12-31,13,TBN1,Normal,241.74285714285713,17.885714285714286,19,16
2024-12-31,14,TBN1,Normal,171.75555555555547,12.311111111111108,18,27
2024-12-31,15,TBN1,Normal,408.91666666666663,45.638888888888886,23,13
2024-12-31,16,TBN1,Normal,462.17857142857144,33.17857142857143,13,15
2024-12-31,17,TBN1,Normal,257.5625,54.0,7,9
2024-12-31,18,TBN1,Normal,18.444444444444443,13.666666666666666,4,5
2024-12-31,19,TBN1,Normal,361.21428571428567,34.892857142857146,15,13
2024-12-31,20,TBN1,Normal,276.62499999999994,17.250000000000007,13,19
2024-12-31,21,TBN1,Normal,302.1363636363636,36.99999999999999,3,19
2024-12-31,22,TBN1,Normal,75.75,14.500000000000004,1,19
2025-01-02,6,TBN1,Normal,110.63333333333333,59.9,13,17
2025-01-02,7,TBN1,Normal,238.33333333333337,103.60606060606061,14,19
2025-01-02,8,TBN1,Normal,93.24242424242425,36.21212121212122,14,19
2025-01-02,9,TBN1,Normal,154.62499999999997,88.07499999999999,18,22
2025-01-02,10,TBN1,Normal,68.75000000000001,34.81249999999999,9,23
2025-01-02,11,TBN1,Normal,66.88461538461539,30.000000000000004,6,20
2025-01-02,12,TBN1,Normal,125.61111111111111,78.41666666666667,14,22
2025-01-02,13,TBN1,Normal,123.77142857142856,78.6285714285714,15,20
2025-01-02,14,TBN1,Normal,71.2,46.8,13,37
2025-01-02,15,TBN1,Normal,66.62500000000003,45.10000000000001,16,24
2025-01-02,16,TBN1,Normal,87.62857142857142,39.91428571428572,15,20
2025-01-02,17,TBN1,Normal,111.76470588235294,31.85294117647059,15,19
2025-01-02,18,TBN1,Normal,42.57575757575757,26.03030303030303,12,21
2025-01-02,19,TBN1,Normal,29.172413793103452,16.41379310344827,9,20
2025-01-02,20,TBN1,Normal,36.20833333333333,16.791666666666664,7,17
2025-01-02,21,TBN1,Normal,15.076923076923077,8.923076923076923,8,5
2025-01-02,22,TBN1,Normal,8.714285714285715,6.2857142857142865,5,2
2025-01-03,5,TBN1,Normal,1.0,1.0,1,0
2025-01-03,6,TBN1,Normal,37.444444444444436,22.77777777777778,5,4
2025-01-03,7,TBN1,Normal,110.66666666666667,63.22222222222222,5,4
2025-01-03,8,TBN1,Normal,77.66666666666667,38.333333333333336,6,6
2025-01-03,9,TBN1,Normal,50.916666666666664,30.83333333333333,5,7
2025-01-03,10,TBN1,Normal,38.05882352941177,23.999999999999996,4,13
2025-01-03,11,TBN1,Normal,50.800000000000004,25.749999999999996,11,9
2025-01-03,12,TBN1,Normal,41.82608695652174,28.304347826086953,12,11
2025-01-03,13,TBN1,Normal,24.16129032258065,14.225806451612902,13,18
2025-01-03,14,TBN1,Normal,16.263157894736842,8.947368421052632,11,8
2025-01-03,15,TBN1,Normal,21.46428571428571,14.67857142857143,15,13
2025-01-03,16,TBN1,Normal,15.105263157894735,9.210526315789474,12,7
2025-01-03,17,TBN1,Normal,39.77272727272727,16.636363636363633,14,8
2025-01-03,18,TBN1,Normal,4.333333333333333,4.166666666666666,5,1
2025-01-03,19,TBN1,Normal,17.933333333333334,11.6,7,8
2025-01-03,20,TBN1,Normal,44.54545454545455,27.09090909090909,4,7
2025-01-03,21,TBN1,Normal,48.0,29.66666666666667,3,6
2025-01-04,6,TBN1,Normal,28.666666666666668,15.833333333333334,8,10
2025-01-04,7,TBN1,Normal,46.7,30.750000000000004,8,12
2025-01-04,8,TBN1,Normal,15.333333333333334,10.866666666666665,7,8
2025-01-04,9,TBN1,Normal,28.0,13.75,5,7
2025-01-04,10,TBN1,Normal,28.294117647058822,16.529411764705884,8,9
2025-01-04,11,TBN1,Normal,22.4375,13.249999999999998,8,8
2025-01-04,12,TBN1,Normal,26.105263157894733,17.631578947368425,8,11
2025-01-04,13,TBN1,Normal,28.09090909090909,18.681818181818187,9,13
2025-01-04,14,TBN1,Normal,16.0,7.750000000000001,6,10
2025-01-04,15,TBN1,Normal,9.333333333333334,8.000000000000002,4,5
2025-01-04,16,TBN1,Normal,18.125000000000004,14.5,3,5
2025-01-04,17,TBN1,Normal,44.92307692307693,26.730769230769237,14,12
2025-01-04,18,TBN1,Normal,63.2857142857143,38.96428571428572,12,16
2025-01-04,19,TBN1,Normal,146.38235294117652,99.23529411764706,14,20
2025-01-04,20,TBN1,Normal,144.83870967741936,90.19354838709678,12,19
2025-01-04,21,TBN1,Normal,187.39393939393938,96.09090909090907,14,19
2025-01-04,22,TBN1,Normal,119.0,64.42424242424242,14,19
2025-01-04,23,TBN1,Normal,79.2,36.73333333333333,12,18
2025-01-11,6,TBN1,Normal,56.499999999999986,31.750000000000004,16,12
2025-01-11,7,TBN1,Normal,138.00000000000003,59.3030303030303,20,13
2025-01-11,8,TBN1,Normal,214.11764705882348,86.05882352941178,16,18
2025-01-11,9,TBN1,Normal,219.4444444444444,69.19999999999999,19,26
2025-01-11,10,TBN1,Normal,148.60465116279073,50.27906976744186,17,26
2025-01-11,11,TBN1,Normal,161.26086956521743,57.45652173913042,19,27
2025-01-11,12,TBN1,Normal,151.78260869565216,57.173913043478265,13,33
2025-01-11,13,TBN1,Normal,129.5576923076923,53.80769230769231,12,40
2025-01-11,14,TBN1,Normal,142.71698113207555,59.98113207547171,14,39
2025-01-11,15,TBN1,Normal,225.38775510204073,56.36734693877552,18,31
2025-01-11,16,TBN1,Normal,111.96875000000001,41.59375000000001,9,23
2025-01-11,17,TBN1,Normal,168.81481481481478,40.33333333333333,7,20
2025-01-11,18,TBN1,Normal,107.91999999999999,50.96,9,16
2025-01-11,19,TBN1,Normal,115.0,28.749999999999996,7,17
2025-01-11,20,TBN1,Normal,92.78947368421053,36.842105263157904,5,14
2025-01-11,21,TBN1,Normal,50.5,30.900000000000002,1,9
2025-01-11,22,TBN1,Normal,7.0,7.0,0,2
2025-01-12,6,TBN1,Normal,62.833333333333336,40.111111111111114,6,12
2025-01-12,7,TBN1,Normal,84.38888888888893,47.972222222222236,18,18
2025-01-12,8,TBN1,Normal,91.83783783783784,53.02702702702701,14,23
2025-01-12,9,TBN1,Normal,141.6829268292682,68.34146341463412,19,22
2025-01-12,10,TBN1,Normal,109.57894736842107,54.07894736842104,17,21
2025-01-12,11,TBN1,Normal,77.72413793103448,38.586206896551715,11,18
2025-01-12,12,TBN1,Normal,84.83870967741936,37.677419354838705,11,20
2025-01-12,13,TBN1,Normal,61.4848484848485,26.151515151515156,13,20
2025-01-12,14,TBN1,Normal,93.33333333333333,54.83333333333334,4,14
2025-01-12,15,TBN1,Normal,117.33333333333331,66.38888888888889,5,13
2025-01-12,16,TBN1,Normal,92.68749999999999,41.62500000000001,3,13
2025-01-12,17,TBN1,Normal,54.470588235294116,34.64705882352941,3,14
2025-01-12,18,TBN1,Normal,8.625,6.5,2,6
2025-01-12,19,TBN1,Normal,71.6,41.7,6,4
2025-01-12,20,TBN1,Normal,171.5,94.5,2,2
2025-01-12,21,TBN1,Normal,74.6,37.8,2,3
2025-01-13,6,TBN1,Normal,39.7037037037037,21.074074074074076,14,13
2025-01-13,7,TBN1,Normal,152.65625000000003,84.68750000000001,18,14
2025-01-13,8,TBN1,Normal,77.26470588235293,37.44117647058825,9,25
2025-01-13,9,TBN1,Normal,130.78571428571428,67.0952380952381,13,29
2025-01-13,10,TBN1,Normal,98.52272727272728,51.636363636363626,15,29
2025-01-13,11,TBN1,Normal,80.12820512820515,46.51282051282051,13,26
2025-01-13,12,TBN1,Normal,100.84848484848484,48.121212121212125,10,23
2025-01-13,13,TBN1,Normal,103.67741935483872,42.38709677419355,9,22
2025-01-13,14,TBN1,Normal,67.62068965517241,28.896551724137925,4,25
2025-01-13,15,TBN1,Normal,95.14285714285712,50.45714285714286,10,25
2025-01-13,16,TBN1,Normal,61.851851851851855,31.222222222222225,11,16
2025-01-13,17,TBN1,Normal,65.37500000000001,35.0,9,7
2025-01-13,18,TBN1,Normal,23.75,12.375,3,5
2025-01-13,19,TBN1,Normal,77.1,34.0,3,7
2025-01-13,20,TBN1,Normal,113.44444444444444,58.111111111111114,2,7
2025-01-13,21,TBN1,Normal,78.44444444444444,38.666666666666664,3,6
2025-01-13,22,TBN1,Normal,1.0,1.0,1,1
2025-01-17,6,TBN1,Normal,62.38461538461538,32.230769230769226,2,11
2025-01-17,7,TBN1,Normal,129.5,64.65,9,11
2025-01-17,8,TBN1,Normal,148.9047619047619,79.19047619047619,10,11
2025-01-17,9,TBN1,Normal,240.93333333333337,100.23333333333333,14,16
2025-01-17,10,TBN1,Normal,126.06666666666668,46.63333333333333,14,16
2025-01-17,11,TBN1,Normal,159.59999999999997,65.84,9,16
2025-01-17,12,TBN1,Normal,190.33333333333331,84.5925925925926,11,16
2025-01-17,13,TBN1,Normal,144.53846153846155,64.65384615384617,10,16
2025-01-17,14,TBN1,Normal,101.89285714285712,57.35714285714286,7,21
2025-01-17,15,TBN1,Normal,151.58536585365857,64.02439024390245,12,29
2025-01-17,16,TBN1,Normal,127.69999999999997,59.350000000000016,11,29
2025-01-17,17,TBN1,Normal,110.81818181818181,56.18181818181819,11,33
2025-01-17,18,TBN1,Normal,51.30000000000001,29.766666666666666,5,25
2025-01-17,19,TBN1,Normal,43.55555555555556,23.77777777777778,3,6
2025-01-17,20,TBN1,Normal,174.0,90.00000000000001,5,6
2025-01-17,21,TBN1,Normal,173.85714285714286,84.14285714285714,8,6
2025-01-18,6,TBN1,Normal,62.38888888888889,31.388888888888893,8,10
2025-01-18,7,TBN1,Normal,219.8421052631579,114.63157894736842,9,10
2025-01-18,8,TBN1,Normal,112.0,61.846153846153854,9,17
2025-01-18,9,TBN1,Normal,97.95652173913042,54.260869565217384,2,21
2025-01-18,10,TBN1,Normal,134.88888888888889,48.22222222222222,5,13
2025-01-18,11,TBN1,Normal,111.04545454545456,62.40909090909093,8,14
2025-01-18,12,TBN1,Normal,203.78125000000003,88.125,14,18
2025-01-18,13,TBN1,Normal,164.39999999999998,81.22857142857141,14,21
2025-01-18,14,TBN1,Normal,62.23076923076923,31.923076923076923,7,19
2025-01-18,15,TBN1,Normal,130.29032258064515,67.80645161290322,9,22
2025-01-18,16,TBN1,Normal,99.13793103448276,50.20689655172414,5,24
2025-01-18,17,TBN1,Normal,86.29411764705883,57.94117647058823,2,15
2025-01-18,18,TBN1,Normal,5.75,4.0,1,3
2025-01-18,19,TBN1,Normal,43.25,29.375,2,6
2025-01-18,20,TBN1,Normal,200.14285714285714,47.42857142857143,3,4
2025-01-18,21,TBN1,Normal,148.0,38.5,3,3
2025-01-19,6,TBN1,Normal,35.30769230769231,10.769230769230768,4,9
2025-01-19,7,TBN1,Normal,135.2941176470588,77.41176470588233,8,9
2025-01-19,8,TBN1,Normal,182.6111111111111,108.66666666666667,9,9
2025-01-19,9,TBN1,Normal,153.25000000000003,85.95,11,9
2025-01-19,10,TBN1,Normal,158.05555555555557,89.55555555555556,9,9
2025-01-19,11,TBN1,Normal,159.3913043478261,86.04347826086956,11,12
2025-01-19,12,TBN1,Normal,83.48648648648647,50.45945945945946,13,24
2025-01-19,13,TBN1,Normal,99.96428571428574,50.678571428571445,5,23
2025-01-19,14,TBN1,Normal,104.04761904761904,57.38095238095239,5,16
2025-01-19,15,TBN1,Normal,126.75,67.89285714285715,10,18
2025-01-19,16,TBN1,Normal,141.85714285714286,64.10714285714286,9,19
2025-01-19,17,TBN1,Normal,105.92592592592592,50.66666666666667,6,21
2025-01-19,18,TBN1,Normal,47.4375,23.25,0,16
2025-01-19,19,TBN1,Normal,32.27272727272728,18.454545454545457,6,5
2025-01-19,20,TBN1,Normal,121.27272727272727,53.36363636363637,5,6
2025-01-19,21,TBN1,Normal,113.33333333333333,74.93333333333334,9,6
2025-01-20,6,TBN1,Normal,50.5625,35.625,6,10
2025-01-20,7,TBN1,Normal,174.5,93.5,10,10
2025-01-20,8,TBN1,Normal,176.1,97.25,10,10
2025-01-20,9,TBN1,Normal,155.17857142857142,85.8214285714286,14,14
2025-01-20,10,TBN1,Normal,108.92592592592595,55.74074074074075,15,12
2025-01-20,11,TBN1,Normal,79.53846153846156,42.61538461538462,7,19
2025-01-20,12,TBN1,Normal,116.2727272727273,60.13636363636363,3,19
2025-01-20,13,TBN1,Normal,89.48,51.440000000000005,6,19
2025-01-20,14,TBN1,Normal,73.41176470588236,38.05882352941176,6,11
2025-01-20,15,TBN1,Normal,108.54545454545455,59.77272727272726,9,13
2025-01-20,16,TBN1,Normal,72.37499999999999,48.62500000000001,3,13
2025-01-20,17,TBN1,Normal,39.625,24.625,3,5
2025-01-20,18,TBN1,Normal,2.0,2.0,0,1
2025-01-20,19,TBN1,Normal,105.4,40.8,3,2
2025-01-20,20,TBN1,Normal,71.0,24.6,3,2
2025-01-20,21,TBN1,Normal,109.5,31.0,0,2
2025-01-21,6,TBN1,Normal,29.157894736842106,11.631578947368421,7,12
2025-01-21,7,TBN1,Normal,147.40909090909088,97.95454545454547,10,12
2025-01-21,8,TBN1,Normal,114.22727272727273,72.77272727272724,10,12
2025-01-21,9,TBN1,Normal,173.65,103.5,8,12
2025-01-21,10,TBN1,Normal,93.69230769230768,56.46153846153845,7,6
2025-01-21,11,TBN1,Normal,83.92857142857142,47.142857142857146,2,12
2025-01-21,12,TBN1,Normal,149.78947368421055,80.73684210526316,7,12
